WKT,TELEPULESE,MEGYE_NEV,TELNEV,IR_SZAM,KERULET,CIM,POLGM_NEV,POLGMBEO,TEL,FAX,TELEX,JEGYZONEV,JEGYZOBEO,TEL_STATUS,KSH_KOD
"POINT (577630.1 220070.9)",127,FEJÉR MEGYE,Bakonycsernye,8056,,Rákóczi út 83.,BOLERATZKY ISTVÅN,POLGÅRMESTER,(??)413-001,,,Bittman Lilla,jegyzô,község,08730
"POINT (556144.1 231313.6)",128,VESZPRÉM MEGYE,Bakonygyirót,8433,,Béke tér 4.,LÉHNER DEZSº,POLGÅRMESTER,Bakonygyirót 1,,,,,község,28936
"POINT (540260.1 210037.0)",129,VESZPRÉM MEGYE,Bakonyjákó,8581,,Rákóczi tér 9.,SZABADI JÅNOS,POLGÅRMESTER,(89)324-033,,,Ható Mihály,jegyzô,község,29513
"POINT (547067.2 221599.8)",130,VESZPRÉM MEGYE,Bakonykoppány,8571,,Petôfi u. 24.,MÉSZÅROS ENDRE,POLGÅRMESTER,Bakonykoppány 1,,,,,község,07287
"POINT (585660.0 211640.7)",131,FEJÉR MEGYE,Bakonykúti,8045,,Szabadság u. 41.,TòTH JÅNOS,POLGÅRMESTER,(??)421-804,,,,,község,23153
"POINT (568439.1 215893.5)",132,VESZPRÉM MEGYE,Bakonynána,8422,,Alkotmány u. 31.,KROPF MIKLòS,POLGÅRMESTER,Bakonynána 13,,,Rozgonyi Erik,jegyzô,község,25991
"POINT (565067.8 222878.3)",133,VESZPRÉM MEGYE,Bakonyoszlop,8418,,Kossuth u. 32.,CZINGISZER OTTò,POLGÅRMESTER,Bakonyoszlop 2,,,betöltetlen,jegyzô betöltetlen,község,30410
"POINT (555520.6 236537.5)",134,VESZPRÉM MEGYE,Bakonypéterd,8436,,Kossuth u. 62,MÅZI LÅSZLò,POLGÅRMESTER,Bakonypéterd 1,,,,,község,22062
"POINT (531956.2 208638.0)",135,VESZPRÉM MEGYE,Bakonypölöske,8457,,Petôfi u. 88.,SZARKA GYULA,POLGÅRMESTER,Bakonypölöske 2,,,Dr. Böröczky László,jegyzô betöltetlen,község,06327
"POINT (544688.6 229349.8)",136,VESZPRÉM MEGYE,Bakonyság,8557,,Béke u. 14.,KISS LAJOS,POLGÅRMESTER,Bakonyság 2,,,,,község,29902
"POINT (578479.0 234205.1)",137,KOMÁROM-ESZTERGOM MEGYE,Bakonysárkány,2861,,Béke u. 100.,WEILANDITS ISTVÅN,POLGÅRMESTER,(34)377-077,,,Bognár Elvira,jegyzô,község,25229
"POINT (546076.3 228253.4)",138,VESZPRÉM MEGYE,Bakonyszentiván,8557,,Rákóczi u. 11.,HLATKYNÉ LºRINCZ EDIT,POLGÅRMESTER,Bakonyszentiván 1,,,betöltetlen,körjegyzô betöltetlen,község,23922
"POINT (561740.0 225255.9)",139,VESZPRÉM MEGYE,Bakonyszentkirály,8430,,Kossuth u. 69.,DR. MATYKòNÉ SZÅNTò MÅRIA,POLGÅRMESTER,Bakonyszentkirály 1,,,Udvardy Gyula,jegyzô betöltetlen,község,22813
"POINT (556198.5 228064.2)",140,VESZPRÉM MEGYE,Bakonyszentlászló,8431,,Vak Bottyán u. 1.,CSOMAI IMRE,POLGÅRMESTER,Bakonyszentlászló 5.,,,Dr. Kancsal Károly,körjegyzô,község,05944
"POINT (567760.7 236928.2)",141,KOMÁROM-ESZTERGOM MEGYE,Bakonyszombathely,2884,,Kossuth u. 31.,HÅBERFELNER LÅSZLò,POLGÅRMESTER,(34)359-111,,,Nochta János,jegyzô,község,22381
"POINT (547034.1 222732.4)",142,VESZPRÉM MEGYE,Bakonyszûcs,8572,,Kossuth u. 1.,MÅDL ISTVÅN,POLGÅRMESTER,Bakonyszûcs 1,,,Dr. Szabadis Zsuzsanna,körjegyzô betöltetlen,község,26417
"POINT (550753.3 230665.0)",143,VESZPRÉM MEGYE,Bakonytamási,8555,,Széchenyi u. 1.,DELI FERENC,POLGÅRMESTER,Bakonytamási 2,,,Czuzy Csaba,jegyzô,község,24129
"POINT (569282.5 96465.3)",144,BARANYA MEGYE,Bakóca,7393,,Rákóczi út.75.,DÉNES SÅNDOR,POLGÅRMESTER,(72)378-013,,,,,község,22275
"POINT (731026.7 134311.3)",145,CSONGRÁD MEGYE,Baks,6768,,Felszabadulás u. 92.,BALOGH LAJOSNÉ,POLGÅRMESTER,(62)375-233,,,Dr.Purgel József,jegyzô,község,29106
"POINT (575555.036 68258.2)",146,BARANYA MEGYE,Baksa,7834,,Rádfai u. 1.,DR. SÜTº LÅSZLò,POLGÅRMESTER,(72)372-011,,,Dr. Zsolt Tamás,körjegyzô,község,03975
"POINT (797237.44 338197.1)",147,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Baktakék,3836,,Rákóczi u. 112.,DOBOS DÉNES,POLGÅRMESTER,Baktakék 1,,,Nevelôs Gábor,körjegyzô,község,18184
"POINT (876483.8 299600.6)",148,SZABOLCS-SZATMÁR-BEREG MEGYE,Baktalórántháza,4561,,Zrínyi u. 1/b.,VIDA KÅROLY,POLGÅRMESTER,(42)352-122,,,Kádárné Tasonyi Magdolna,jegyzô,város,02325
"POINT (479606.8 153076.6)",149,ZALA MEGYE,Baktüttös,8946,,Tanácsköz u. 1.,HAJGATò GYULA,POLGÅRMESTER,(92)369-053,,,,,község,15097
"POINT (778945.6 332221.6)",150,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Balajt,3780,,nincs adat,FODOR FERENC,POLGÅRMESTER,,,,,,község,22521
"POINT (668007.5 303224.6)",151,NÓGRÁD MEGYE,Balassagyarmat,2660,,Rákóczi út 12.,JUHÅSZ PÉTER,POLGÅRMESTER,(35)310-622,,229189 vtbal h,Tatár Kis Sándorné,körjegyzô,város,13657
"POINT (743623 306599)",152,HEVES MEGYE,Balaton,3347,,Köztársaság tér 5.,KORMOS BÉLA,POLGÅRMESTER,(36)354-372,,,Szabó Ågnes,jegyzô,község,11527
"POINT (551129.6 171837.5)",153,VESZPRÉM MEGYE,Balatonakali,8243,,Kossuth u. 17.,TòTH ISTVÅN,POLGÅRMESTER,(86)344-255,,32628 tanba h,Halász Károlyné,jegyzô,község,25308
"POINT (571262.4 187598.0)",154,VESZPRÉM MEGYE,Balatonalmádi,8221,,Széchenyi sétány 1.,DR. KERÉNYI LÅSZLò,POLGÅRMESTER,(88)338-181,(88)338-161,32628 tanba h,Dr. Miklós László,jegyzô,város,05838
"POINT (518016.367 153766.255)",155,SOMOGY MEGYE,Balatonberény,8649,,Kossuth L. u. 12.,NAGY KÅROLY,POLGÅRMESTER,(85)377-482,,,Szabó Gyula,jegyzô,község,27377
"POINT (543228.0 160022.7)",156,SOMOGY MEGYE,Balatonboglár,8630,,Erzsébet u. 11.,DR. KOVÅCS MIKLòS,POLGÅRMESTER,(85)351-311,,,Dr. Nyéki Péter,jegyzô,város,33853
"POINT (544997.5 176854.1)",157,VESZPRÉM MEGYE,Balatoncsicsó,8272,,Fô u. 25.,SCHUMACHER JòZSEF,POLGÅRMESTER,(87)348-350,,,,,község,03072
"POINT (522373.9 163684.0)",158,VESZPRÉM MEGYE,Balatonederics,8312,,Kossuth u. 84.,NÉMETH JòZSEF,POLGÅRMESTER,(87)336-133,,,Nagyné Simon Margit,körjegyzô,község,12238
"POINT (568093.6 166750.2)",159,SOMOGY MEGYE,Balatonendréd,8613,,Szabadság u. 9.,KÉSMÅRKI TIBOR,POLGÅRMESTER,(84)348-261,,,Lovász Zoltánné,jegyzô,község,19460
"POINT (531579.0 153748.2)",160,SOMOGY MEGYE,Balatonfenyves,8642,,Kölcsey u. 27,LOMBÅR GÅBOR,POLGÅRMESTER,(85)361-478,,,Gönczyné dr.Gállos judit,jegyzô,község,20729
"POINT (560571.1 167804.6)",161,SOMOGY MEGYE,Balatonföldvár,8623,,Petôfi u. 1.,BERKES LÅSZLò,POLGÅRMESTER,(84)340-112,,,Dr. Kiss Pál,körjegyzô,város,07117
"POINT (586404 186587)",162,VESZPRÉM MEGYE,Balatonfõkajár,8164,,Kossuth Lajos u. 8.,FORRò ZSOLT,POLGÅRMESTER,(88)383-181,,,Bakóné Kovács Judit,jegyzô,község,29461
"POINT (561595.5 179787.9)",163,VESZPRÉM MEGYE,Balatonfüred,8230,,Szent István tér 1.,DR. SZALAY LÅSZLò,POLGÅRMESTER,(86)342-500,(86)343-457,32410 bfvt h,Dr. Csefkó Judit,jegyzô,város,21175
"POINT (573962.8 191027.3)",164,VESZPRÉM MEGYE,Balatonfûzfõ,8175,,Bartók Béla u. 18.,DR. VARJù LAJOS,POLGÅRMESTER,(88)351-052,(80)351-663,,Dr. Kecskés Ferenc,jegyzô,község,02219
"POINT (520864.6 158742.6)",165,ZALA MEGYE,Balatongyörök,8313,,Kossuth L. u. 29.,CSIZMADIA FERENC,POLGÅRMESTER,(92)374-085,,35345 ktvbb h,Dr. Arató Imre,körjegyzô,község,17002
"POINT (540573.3 175154.5)",166,VESZPRÉM MEGYE,Balatonhenye,8275,,Kossuth u. 47.,SZALAI JòZSEF,POLGÅRMESTER,(87)348-612,,,,,község,03638
"POINT (578393.0 188471.8)",167,VESZPRÉM MEGYE,Balatonkenese,8174,,Béri-Balogh Ådám tér 2.,KUTI CSABA,POLGÅRMESTER,(88)381-087,(88)381-741,,Beke Tamás,jegyzô,község,05148
"POINT (521740.1 151925.9)",168,SOMOGY MEGYE,Balatonkeresztúr,8648,,Ady Endre u. 52.,BÅRDOS JÅNOS,POLGÅRMESTER,(85)376-216,,,Hegedûsné Mestyán Valéria,jegyzô,község,07375
"POINT (546493.3 160856.2)",169,SOMOGY MEGYE,Balatonlelle,8638,,Petôfi u. 2,SZÿCS LÅSZLò,POLGÅRMESTER,(85)351-458,,,Dr. Szummer György,jegyzô,város,33862
"POINT (507326.528 140854.6)",170,ZALA MEGYE,Balatonmagyaród,8753,,Petôfi út 112.,BOGNÅR JòZSEFNÉ,POLGÅRMESTER,Balatonmagyaród 1,,,Vargovics Miklós,jegyzô,község,26462
"POINT (524452.4 152204.5)",171,SOMOGY MEGYE,Balatonmáriafürdõ,8647,,Kossuth L. u. 12.,SZIRJÅK LÅSZLò,POLGÅRMESTER,(84)376-821,,,Magyar Tibor,jegyzô,község,14562
"POINT (554763.2 163548.7)",172,SOMOGY MEGYE,Balatonöszöd,8636,,Szabadság u. 89.,SZIKSZ ELEMÉR,POLGÅRMESTER,(84)345-312,,,Beleznainé Hollósy Valéria,jegyzô,község,11916
"POINT (539123 165631)",173,VESZPRÉM MEGYE,Balatonrendes,8255,,Fô út 2.,GÅSPÅR ISTVÅN,POLGÅRMESTER,nincs adat,,,,,község,33844
"POINT (580586.2 172609.0)",174,SOMOGY MEGYE,Balatonszabadi,8651,,Vak Bottyán u.98.,SZERENKA JòZSEF,POLGÅRMESTER,(84)355-011,,,Pintér József,jegyzô,község,16601
"POINT (557076.2 165305.7)",175,SOMOGY MEGYE,Balatonszárszó,8624,,Hôsök tere 1.,BERECZK GYULA,POLGÅRMESTER,(84)340-400,,,Méhész László,jegyzô,község,24907
"POINT (552836.7 163712.8)",176,SOMOGY MEGYE,Balatonszemes,8636,,Bajcsy Zs. u. 23.,ILLÉS ANTAL,POLGÅRMESTER,(84)345-282,,,Széles László,jegyzô,község,22822
"POINT (515672.8 150871.3)",177,SOMOGY MEGYE,Balatonszentgyörgy,8710,,Berzsenyi u. 91.,NAGY LAJOS,POLGÅRMESTER,(85)377-108,,,Gál Antalné dr.,körjegyzô,község,21324
"POINT (543901.1 168828.7)",178,VESZPRÉM MEGYE,Balatonszepezd,8252,,Årpád u. 27.,BOLLÅNÉ IVÅN KATALIN,POLGÅRMESTER,(87)348-591,,,Dr. Adányi Károly,jegyzô,község,17154
"POINT (557305.296 180433.78)",179,VESZPRÉM MEGYE,Balatonszõlõs,8230,,Fô u. 9.,NAGY LAJOS,POLGÅRMESTER,(86)343-641,,,,,község,28501
"POINT (555242.2 174102.2)",180,VESZPRÉM MEGYE,Balatonudvari,8242,,Ady Endre u. 16.,TEKLOVICS LÅSZLò,POLGÅRMESTER,(86)349-266,,(32)476,Tóthné dr. Bakos Gizella,jegyzô betöltetlen,község,15565
"POINT (522811.5 148690.8)",181,SOMOGY MEGYE,Balatonújlak,8712,,Petôfi u. 42.,MAZZAG FERENC,POLGÅRMESTER,(84)376-616,,,Dr. Kiss László,jegyzô,község,16470
"POINT (582519.8 180832.0)",182,VESZPRÉM MEGYE,Balatonvilágos,8171,,Csók István sétány 38.,KOVÅCS BÉLA,POLGÅRMESTER,(88)380-845,,,Tölgyes Gáborné,jegyzô,község,03559
"POINT (723949.1 120272.0)",183,CSONGRÁD MEGYE,Balástya,6764,,Rákóczi u. 5.,NAGY SÅNDOR,POLGÅRMESTER,(62)378-222,,,Dr. Farkas Éva,jegyzô,község,23676
"POINT (585334.2 219120.7)",184,FEJÉR MEGYE,Balinka,8055,,Petôfi u. 34.,NAGY ISTVÅN,POLGÅRMESTER,(??)411-506,,,Hullán Józsefné,jegyzô,község,31103
"POINT (860435.9 273128.5)",185,SZABOLCS-SZATMÁR-BEREG MEGYE,Balkány,4233,,Rákóczi u. 8.,DR. KUN BERTALAN,POLGÅRMESTER,(42)315-536,,,Dr. Szilágyi Zsolt,jegyzô,község,26958
"POINT (689733.2 168692.9)",186,BÁCS-KISKUN MEGYE,Ballószög,6035,,Rákóczi u. 15.,MÅTÉ LÅSZLòNÉ,POLGÅRMESTER,(76)481-461,,,Dr. Kovács Huba,jegyzô,község,13408
"POINT (822314.2 254844.6)",187,HAJDU-BIHAR MEGYE,Balmazújváros,4060,,Kossuth tér 4-5.,DR. VERES FERENC,POLGÅRMESTER,(52)370-130,(52)370-035,72766 batan h,Szilágyi Jánosné dr.,jegyzô,város,02918
"POINT (467881.2 204233.435)",188,VAS MEGYE,Balogunyom,9771,,Rákóczi u. 3.,NÉMETH OTTò,POLGÅRMESTER,(94)356-000,,,Horváth Zoltánné,jegyzô,község,05102
"POINT (687815.9 112043.6)",189,BÁCS-KISKUN MEGYE,Balotaszállás,6412,,Balassi u. 12.,NÉMETH VENDEL,POLGÅRMESTER,Balotaszállás 23,,26741 tanba h,Bella Istvánné,jegyzô,község,25937
"POINT (834989.9 317391.6)",190,SZABOLCS-SZATMÁR-BEREG MEGYE,Balsa,4468,,Szabolcs vezér u. 25.,DR. MÅTYÅS LÅSZLò,POLGÅRMESTER,Gávavencsellô 86,,,Mészáros Lászlóné,jegyzô,község,15963
"POINT (565362.7 256864.4)",191,KOMÁROM-ESZTERGOM MEGYE,Bana,2944,,Jókai u. 56.,PETºCZ IMRE,POLGÅRMESTER,(34)368-405,,,Kovács Erzsébet,jegyzô,község,31422
"POINT (901170.5 326449.3)",192,SZABOLCS-SZATMÁR-BEREG MEGYE,Barabás,4937,,Årpád u.13.,DARòCZY PÅL,POLGÅRMESTER,Barabás 1,,,Varga Zoltán,jegyzô,község,26480
"POINT (635934.2 173869.0)",193,FEJÉR MEGYE,Baracs,2427,,Táncsics u. 27.,MAKò JòZSEF,POLGÅRMESTER,31,,,Juhász Imréné,jegyzô,község,07047
"POINT (628236.4 215396.2)",194,FEJÉR MEGYE,Baracska,2471,,Kossuth u. 29.,BORISZOV ZOLTÅN,POLGÅRMESTER,(22)378-012,,,Bogáthy Béla,jegyzô,község,08581
"POINT (570474.0 56270.2)",195,BARANYA MEGYE,Baranyahídvég,7841,,Szabadság u. 6.,KUDARI LÅSZLò,POLGÅRMESTER,Baranyahidvég 4,,,,,község,20464
"POINT (572795.9 103750.0)",196,BARANYA MEGYE,Baranyajenõ,7384,,Szabadság u. 71.,BAKURECZ JòZSEF,POLGÅRMESTER,(72)375-100,,,Petôné Åcs Magdolna,jegyzô,község,24749
"POINT (570422.932 100852.36)",197,BARANYA MEGYE,Baranyaszentgyörgy,7383,,Kossuth L. u. 17.,BòDIS ISTVÅN,POLGÅRMESTER,Baranyaszentgyörgy 7,,,,,község,05485
"POINT (518494.6 257223.2)",198,GYÕR-MOSON-SOPRON MEGYE,Barbacs,9169,,Kossuth u. 5.,KURCSICS ERNº,POLGÅRMESTER,Barbacs 1,,,Maráczi Ferencné,jegyzô,község,06196
"POINT (526519.8 69931.68)",199,SOMOGY MEGYE,Barcs,7570,,Bajcsy-Zsilinszky u. 46.,FEIGLI FERENC,POLGÅRMESTER,(82)463-035,,,Dr. Bencze Lajos,jegyzô,város,32799
"POINT (471458.784 154842.22)",200,ZALA MEGYE,Barlahida,8948,,Iskola u. 2.,BÖLECZ SÅNDOR,POLGÅRMESTER,(92)377-033,,,Juhász András,jegyzô,község,27447
"POINT (551558.928 182607.0)",201,VESZPRÉM MEGYE,Barnag,8291,,Fô u. 38.,SZEGEDI ANDRÅS,POLGÅRMESTER,(88)364-085,,,,,község,15778
"POINT (551991.5 81926.8)",202,BARANYA MEGYE,Basal,7922,,Zrínyi u. 1.,HERNER ANDRÅS,POLGÅRMESTER,(70)350-143,,,,,község,15495
"POINT (819549.8 334646.0)",203,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Baskó,3881,,Fô u. 16.,MAGYAR ERZSÉBET,POLGÅRMESTER,Baskó 4,,,Sotkó János,körjegyzô,község,08846
"POINT (566321.606 113848.7)",204,SOMOGY MEGYE,Baté,7258,,Fô u. 1.,HORVÅTH ZOLTÅN,POLGÅRMESTER,(82)376-366,(82)376-366,,Parrag Ferencné,körjegyzô,község,32337
"POINT (801928.9 107279.7)",205,BÉKÉS MEGYE,Battonya,5830,,Fô utca 91,TAKÅCS DEZSº,POLGÅRMESTER,Battonya 1,,83550 bmtba h,Dr. Németh Ferenc,jegyzô,város,18102
"POINT (496967.108 184679.32)",206,ZALA MEGYE,Batyk,8797,,Fô u. 11.,ADORJÅN PÉTER,POLGÅRMESTER,Batyk 1,,,Veczkó Tibor,jegyzô,község,24864
"POINT (512682.7 178006.6)",207,VESZPRÉM MEGYE,Bazsi,8352,,Fô u. 50.,FURJÅN LÅSZLò,POLGÅRMESTER,(87)352-201,,,Kócziánné dr. Hortobágyi Katalin,jegyzô,község,07427
"POINT (569684.7 255867.3)",208,KOMÁROM-ESZTERGOM MEGYE,Bábolna,2943,,Petôfi u. 4.,KOVÅCS JòZSEF,POLGÅRMESTER,(34)369-211,(34)369-759,27373 batan h,Bakos József,jegyzô betöltetlen,község,19363
"POINT (577474.4 156950.6)",209,SOMOGY MEGYE,Bábonymegyer,8658,,Dózsa Gy. u. 50.,DR. RUFF FLòRIÅN,POLGÅRMESTER,(84)320-200,,,Kromek Pálné,jegyzô,község,28316
"POINT (672281.6 86898.6)",210,BÁCS-KISKUN MEGYE,Bácsalmás,6430,,gr. Teleki József u. 4-8.,TòTH ÅRPÅD,POLGÅRMESTER,(79)341-003,(79)341-611,81233 tanba h,Barta Józsefné,jegyzô,város,10719
"POINT (658210.4 86538.4)",211,BÁCS-KISKUN MEGYE,Bácsbokod,6453,,Tolbuhin u. 80.,MÉSZÅROS ISTVÅN,POLGÅRMESTER,(79)351-311,(79)351-311,81367 tabbk h,Héhn László,jegyzô,község,10180
"POINT (658386.7 83676.0)",212,BÁCS-KISKUN MEGYE,Bácsborsód,6454,,Petôfi u. 2,CSOMOR LÅSZLò,POLGÅRMESTER,(79)351-501,,,Balogh István,jegyzô,község,27234
"POINT (649564.1 69936.3)",213,BÁCS-KISKUN MEGYE,Bácsszentgyörgy,6511,,Kossuth u. 15.,VÉGVÅRI JòZSEF,POLGÅRMESTER,(79)356-510,,,,,község,08697
"POINT (679055.4 87854.6)",214,BÁCS-KISKUN MEGYE,Bácsszõlõs,6435,,Kossuth u. 16.,MONDOVITS MIHÅLY,POLGÅRMESTER,(79)343-202,,,Kling Katalin,jegyzô,község,30155
"POINT (522698.928 250987.9)",215,GYÕR-MOSON-SOPRON MEGYE,Bágyogszovát,9227,,József Attila u. 1.,TòTH ZOLTÅN,POLGÅRMESTER,Bágyogszovát 1,,,Perlaky Gyuláné,körjegyzô,község,28769
"POINT (566389.5 160250.6)",216,SOMOGY MEGYE,Bálványos,8614,,Kossuth u. 68.,VARGA LÅSZLò,POLGÅRMESTER,(84)346-231,,,,,község,24457
"POINT (554072.2 198368.5)",217,VESZPRÉM MEGYE,Bánd,8443,,Petôfi u. 73.,SCHINDLER LÅSZLò,POLGÅRMESTER,(88)361-076,,,Rostási Mária,jegyzô,község,14173
"POINT (559713.7 72656.5)",218,BARANYA MEGYE,Bánfa,7914,,Petôfi u. 11,ÅLLò ZOLTÅN,POLGÅRMESTER,(70)346-134,,,,,község,07603
"POINT (758292.5 321239.2)",219,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Bánhorváti,3642,,Szabadság u. 32.,VARGA ANDRÅSNÉ,POLGÅRMESTER,Bánhorváti 1,,,Tóth Józsefné,jegyzô,község,25159
"POINT (659347.971 286628.71)",220,NÓGRÁD MEGYE,Bánk,2653,,Bánki út 23.,LOMEN JÅNOS,POLGÅRMESTER,Bánk 2,,,Vincze Györgyné,jegyzô,község,24341
"POINT (476436.3 136313.6)",221,ZALA MEGYE,Bánokszentgyörgy,8891,,Petôfi u. 1.,BEDENEK JòZSEF,POLGÅRMESTER,Bánokszentgyörgy 1,,,Pintér Zoltán,jegyzô betöltetlen,község,08439
"POINT (747184.7 329117.5)",222,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Bánréve,3654,,Dózsa Gy. u. 1.,TRECSKò IMRE,POLGÅRMESTER,Bánréve 1,,,Garaj Dániel,jegyzô,község,21953
"POINT (624306.1 78628.1)",223,BARANYA MEGYE,Bár,7711,,Szabadság u. 6.,NAGY MIHÅLYNÉ,POLGÅRMESTER,Bár 4,,,Dr. Zeleni Ferenc,jegyzô,község,24378
"POINT (815023.4 218884.1)",224,HAJDU-BIHAR MEGYE,Báránd,4161,,Kossuth tér 1.,FARKAS FERENC,POLGÅRMESTER,Báránd 30,,,Majoros Dezsôné,jegyzô,község,26693
"POINT (545147.432 110477.24)",225,SOMOGY MEGYE,Bárdudvarnok,7478,,Bárd u. 36.,FORINTOS LÅSZLò,POLGÅRMESTER,(82)313-300/103,,,Kovács Elek,jegyzô,község,03735
"POINT (715745.7 306582.8)",226,NÓGRÁD MEGYE,Bárna,3126,,Petôfi u. 23.,HADIK JòZSEF,POLGÅRMESTER,Bárna 1,,,Berze Lajos,jegyzô,község,20048
"POINT (564994.8 241440.6)",227,KOMÁROM-ESZTERGOM MEGYE,Bársonyos,2883,,Petôfi u. 13.,GYÖKERES SÅNDORNÉ,POLGÅRMESTER,(34)358-088,,,Fegyveresné Társi Mónika,jegyzô,község,08624
"POINT (629040.4 86936.0)",228,TOLNA MEGYE,Báta,7149,,Fô u. 767.,VÖº JòZSEF,POLGÅRMESTER,Báta 41,,,Korai Károly,jegyzô,község,11712
"POINT (615506.1 97593.0)",229,TOLNA MEGYE,Bátaapáti,7164,,Petôfi u. 3.,KRACHUN SZILÅRD,POLGÅRMESTER,(74)351-550,,,Kaszás Béláné,jegyzô,község,28909
"POINT (640274.0 84494.9)",230,BÁCS-KISKUN MEGYE,Bátmonostor,6528,,Zrínyi u. 1.,SÅROSSY LÅSZLò,POLGÅRMESTER,(79)374-262,(79)374-062,81332 bmtan h,Milyacski Ibolya,jegyzô,község,03656
"POINT (708406.8 294305.3)",231,NÓGRÁD MEGYE,Bátonyterenye,3070,,Béke út 37.,DR. BALÅZS OTTò,POLGÅRMESTER,(32)353-877,(32)353-456,229269 btnkt h,Romhányi Gyula,jegyzô,város,33534
"POINT (740766.5 294936.0)",232,HEVES MEGYE,Bátor,3336,,Petôfi u. 19.,DERECSKEI CSABA,POLGÅRMESTER,Bátor 1,,,Pallagi Béláné,jegyzô,község,24022
"POINT (890920.8 274102.3)",233,SZABOLCS-SZATMÁR-BEREG MEGYE,Bátorliget,4343,,Szabadság tér 1.,ANTAL MIHÅLY,POLGÅRMESTER,Bátorliget 1,,,Rabné Kubinyi Julianna,jegyzô,község,02990
"POINT (643177.1 127051.7)",234,BÁCS-KISKUN MEGYE,Bátya,6351,,Kossuth u. 20.,SÅFRÅN JòZSEF,POLGÅRMESTER,(78)362-578,,,Nyámádi József,jegyzô,község,11961
"POINT (472547.8 134048.2)",235,ZALA MEGYE,Bázakerettye,8887,,Fô út 4.,SZÉP FERENC,POLGÅRMESTER,Bázakerettye 3,,,Balázs Péterné,körjegyzô,község,18698
"POINT (477339.1 125337.4)",236,ZALA MEGYE,Becsehely,8866,,Béke u. 2.,VADÅSZ LÅSZLò,POLGÅRMESTER,Becsehely 1,,,Szekeresné Nyakó Melinda,körjegyzô,község,23144
"POINT (674731.0 285402.3)",237,NÓGRÁD MEGYE,Becske,2693,,Fô u.35.,MANDA KÅLMÅN,POLGÅRMESTER,Becske 13,,,,,község,12016
"POINT (782094.8 355534.0)",238,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Becskeháza,3768,,Fô u. 52.,SZÉKELY JENº,POLGÅRMESTER,Hídvégardó 4,,,,,község,27049
"POINT (470125.268 160016.665)",239,ZALA MEGYE,Becsvölgye,8985,,Kopácsai u. 53.,MAGAI ÅGOTA,POLGÅRMESTER,(92)363-031,,,Porkoláb Adél,körjegyzô,község,18360
"POINT (574467.0 145717.7)",240,SOMOGY MEGYE,Bedegkér,8666,,Rákóczi u. 147.,ÅGYIK LAJOS,POLGÅRMESTER,nincs adat,,,Dr. Szabó Károly,jegyzô,község,20710
"POINT (854909.4 205661.9)",241,HAJDU-BIHAR MEGYE,Bedõ,4128,,Rákóczi u. 35.,KÅDÅR MIHÅLY,POLGÅRMESTER,Bedö 9,,,,,község,33446
"POINT (488822.5 203234.9)",242,VAS MEGYE,Bejcgyertyános,9683,,Szabadság u. 14.,SZABò ISTVÅN,POLGÅRMESTER,Bejcgyertyános 2,,,,,község,10384
"POINT (807666.4 313968.7)",243,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Bekecs,3903,,Honvéd u. 124.,TòTH ISTVÅN,POLGÅRMESTER,(41)361-448,,,Kocsis Józsefné,jegyzô,község,06929
"POINT (740802.2 304720.5)",244,HEVES MEGYE,Bekölce,3343,,II.Rákóczi Ferenc u. 3.,DORKò JÅNOS,POLGÅRMESTER,Egercsehi 33,,,betöltetlen,körjegyzô betöltetlen,község,04400
"POINT (601862.9 144387.2)",245,TOLNA MEGYE,Belecska,7061,,Fô u. 20.,DR. JAKAB RòBERT,POLGÅRMESTER,Pincehely 60,,24625 Beled h,,,község,28662
"POINT (502976.2 237588.7)",246,GYÕR-MOSON-SOPRON MEGYE,Beled,9343,,Rákóczi u.137.,GOMBÅS LÅSZLò,POLGÅRMESTER,Beled 113,,,Dr. Gál László,körjegyzô,község,10588
"POINT (524443.028 108866.62)",247,SOMOGY MEGYE,Beleg,7543,,Kossuth L. u. 97.,CSÉCSEI JÅNOS,POLGÅRMESTER,Beleg 1,,,Dr. Molnár Zoltán,jegyzô,község,17127
"POINT (487670.0 111495.3)",248,ZALA MEGYE,Belezna,8855,,Szabadság tér 20.,PÉCSI JòZSEF,POLGÅRMESTER,Belezna 1,,,Berke József,jegyzô,község,09168
"POINT (633030.7 204383.4)",249,FEJÉR MEGYE,Beloiannisz,2455,,Szarafisz u. 2.,VLAHOPULOSZ ZISZISZ,POLGÅRMESTER,Beloiannisz 1,,,Tóth Julianna,jegyzô,község,08466
"POINT (453368.028 147362.03)",250,ZALA MEGYE,Belsõsárd,8978,,Petôfi u. 18.,IFJ NAGY FERENC,POLGÅRMESTER,(92)351-688,,,,,község,20950
"POINT (602324.2 70135.1)",251,BARANYA MEGYE,Belvárdgyula,7747,,Petôfi u. 4.,NÉMETH JENº,POLGÅRMESTER,Belvárdgyula 1,,,Dr. Sebôk Tünde,jegyzô,község,19008
